conversation_id,customer_message,intent
CONV-03579,Please advise: I don't recognize the amount billed for my membership. I noticed this while reviewing my recent activity. Thanks.,subscription_billing
CONV-04606,I’m contacting support because I think someone may have accessed my account. Can you check?,account_security
CONV-00411,Just checking — Has the refund for ORD-101175 been issued yet? I noticed this while reviewing my recent activity. Any guidance would be helpful.,refund_status
CONV-03529,Just checking — There are changes in my profile that I didn't make. I noticed this while reviewing my recent activity. I'd appreciate your help.,account_security
CONV-00410,Please advise: I'm locked out of my account and need access. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,account_access
CONV-00809,"I expected this shipment already, but it hasn't turned up. This is my first time dealing with this issue.",delivery_delay
CONV-02470,Just checking — Part of ORD-102503 was not included in the delivery. I placed the order earlier today. I’d like to resolve this today.,missing_item
CONV-02312,Just checking — The login page won't let me access my account. I noticed this while reviewing my recent activity. I’d like to resolve this today.,account_access
CONV-00384,Could you help me? I was sent the wrong model. I noticed this while reviewing my recent activity. I’d like to resolve this today.,wrong_item
CONV-01607,Can you send me through the password recovery process? This is my first time dealing with this issue. Can you check?,password_reset
CONV-01835,I was sent the wrong model. I haven't changed anything on my account. Can you check?,wrong_item
CONV-01761,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped. Thank you.,order_cancellation
CONV-01889,Quick question: I need to redirect this package to another address. I noticed this while reviewing my recent activity. Any guidance would be helpful.,address_change
CONV-04804,Just checking — I can't recall my password and need to change it. I noticed this while reviewing my recent activity. Thanks.,password_reset
CONV-00546,Quick question: I noticed a login I don't recognize. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,account_security
CONV-02001,I’m contacting support because I need the specifications before I decide whether to buy it. I haven't changed anything on my account. Thank you.,product_information
CONV-04613,I need some help. The item I received isn't the one I ordered. Please let me know.,wrong_item
CONV-04860,Could you help me? One product from my order is missing. I noticed this while reviewing my recent activity. I'd appreciate your help.,missing_item
CONV-03953,"I wanted to check whether I have tried several times, but the transaction won't go through. This is my first time dealing with this issue.",payment_failure
CONV-04401,Just checking — The login page won't let me access my account. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,account_access
CONV-03725,Something about my account activity looks suspicious.,account_security
CONV-03573,Could you help me? I no longer want this order. Is cancellation still possible? I noticed this while reviewing my recent activity. Thanks.,order_cancellation
CONV-01853,I wanted to check whether I need to redirect this package to another address. This is my first time dealing with this issue. Can you check?,address_change
CONV-00538,Could you help me? Please update the destination before the order ships. I noticed this while reviewing my recent activity. I'd appreciate your help.,address_change
CONV-00752,Something about my account activity looks suspicious. This is my first time dealing with this issue.,account_security
CONV-01210,I’m contacting support because I can't sign in to my account. I haven't changed anything on my account. Can you check?,account_access
CONV-00885,Quick question: Can you give me an ETA for this shipment? I noticed this while reviewing my recent activity. Thanks.,delivery_estimate
CONV-02465,I wanted to check whether Can you give me an ETA for this shipment? I haven't changed anything on my account.,delivery_estimate
CONV-04994,Could you help me? Can you send me through the password recovery process? I noticed this while reviewing my recent activity. Thanks.,password_reset
CONV-04101,Please advise: I'm locked out of my account and need access. I noticed this while reviewing my recent activity. Thanks.,account_access
CONV-01630,Can you send me through the password recovery process? I haven't changed anything on my account.,password_reset
CONV-02114,I was sent the wrong model. Can you check?,wrong_item
CONV-02673,Please advise: I'm locked out of my account and need access. I noticed this while reviewing my recent activity. Any guidance would be helpful.,account_access
CONV-04129,I wanted to check whether The delivered item doesn't match my order. I haven't changed anything on my account.,wrong_item
CONV-02492,I wanted to check whether Can you give me an ETA for this shipment? This is my first time dealing with this issue. Can you check?,delivery_estimate
CONV-03194,I wanted to check whether Please stop ORD-101927 before it is dispatched. This is my first time dealing with this issue. Thank you.,order_cancellation
CONV-00633,I need some help. I placed ORD-100238 recently. What is happening with it? I haven't changed anything on my account. Please let me know.,order_status
CONV-04293,Could you help me? I’m checking on ORD-100125. Could you tell me its current status? I placed the order earlier today. I'd appreciate your help.,order_status
CONV-02275,Please advise: I can't finish the purchase because the payment isn't accepted. I placed the order earlier today. I’d like to resolve this today.,subscription_billing
CONV-00536,"Hello, I entered the wrong delivery address. Can it be corrected?",address_change
CONV-00601,I’m contacting support because Could you explain the return process for this purchase? This is my first time dealing with this issue.,return_request
CONV-00843,"Hi, I see two charges for the same purchase. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",duplicate_charge
CONV-02058,I need some help. The discount isn't being applied even though I entered the code. This is my first time dealing with this issue. Thank you.,promo_code
CONV-00428,Please advise: I can't finish the purchase because the payment isn't accepted. I placed the order earlier today. Any guidance would be helpful.,payment_failure
CONV-00319,Could you help me? Has the courier scanned ORD-104802 yet? I noticed this while reviewing my recent activity. I’d like to resolve this today.,delivery_tracking
CONV-02393,Please advise: The product has a crack that wasn't shown in the listing. I noticed this while reviewing my recent activity. Thanks.,damaged_item
CONV-02611,"Hello, I'm still waiting for the money from my return. Can you check? I haven't changed anything on my account. Thank you.",refund_status
CONV-03180,Could you help me? Please help me arrange a return. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,return_request
CONV-04001,Just checking — It looks like I was billed twice for ORD-101701. I noticed this while reviewing my recent activity. Any guidance would be helpful.,duplicate_charge
CONV-02608,Could you help me? I was sent the wrong model. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,wrong_item
CONV-01984,"Hello, Could you help me end my recurring plan? I haven't changed anything on my account.",subscription_cancel
CONV-01334,"Hi, I opened the package and found the product broken. I noticed this while reviewing my recent activity. I'd appreciate your help.",damaged_item
CONV-03196,Just checking — I’m planning around the delivery. When is it expected? I’m trying to sort this out before the end of the day. Thanks.,delivery_estimate
CONV-02700,Quick question: I need to redirect this package to another address. I noticed this while reviewing my recent activity. Any guidance would be helpful.,address_change
CONV-01148,Just checking — There are changes in my profile that I didn't make. I placed the order earlier today. Any guidance would be helpful.,account_security
CONV-02391,"Could you help me? My delivery arrived, but the item inside is damaged. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",damaged_item
CONV-02374,Could you help me? One product from my order is missing. I’m trying to sort this out before the end of the day. I'd appreciate your help.,missing_item
CONV-00963,I wanted to check whether I need to redirect this package to another address. I haven't changed anything on my account. Can you check?,address_change
CONV-04728,"Hello, I forgot my password. How can I reset it? Can you check?",password_reset
CONV-03082,I need some help. The discount isn't being applied even though I entered the code. I haven't changed anything on my account. Can you check?,promo_code
CONV-02553,I wanted to check whether I want to return ORD-100855. How do I start? Please let me know.,return_request
CONV-01035,I want to cancel my subscription. Thank you.,subscription_cancel
CONV-00898,I wanted to check whether I noticed a login I don't recognize. I haven't changed anything on my account.,account_security
CONV-03001,Could you explain the available options for this product? This is my first time dealing with this issue. Thank you.,product_information
CONV-00228,"Hi, My multi-item order is incomplete. I placed the order earlier today. I'd appreciate your help.",missing_item
CONV-04829,Could you help me? The same purchase appears twice on my card statement. I placed the order earlier today. Any guidance would be helpful.,duplicate_charge
CONV-02242,I need some help. Where is ORD-104935 right now? I haven't changed anything on my account. Please let me know.,delivery_tracking
CONV-01222,I need some help. Part of ORD-102728 was not included in the delivery. This is my first time dealing with this issue. Thank you.,missing_item
CONV-04007,Just checking — I placed ORD-100193 recently. What is happening with it? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,order_status
CONV-01297,"Hi, ORD-100330 was due on Wednesday, but it still hasn't arrived. I’m trying to sort this out before the end of the day. Thanks.",delivery_delay
CONV-02899,Could you help me? My account suddenly won't let me log in. I’m trying to sort this out before the end of the day. I'd appreciate your help.,account_access
CONV-01775,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. Any guidance would be helpful.,payment_failure
CONV-01258,I was sent the wrong model. This is my first time dealing with this issue. Can you check?,wrong_item
CONV-02190,"Hi, Can you see what stage ORD-100007 is at right now? I’m trying to sort this out before the end of the day. Thanks.",order_status
CONV-03212,Quick question: The promotional code says it is invalid. I’m trying to sort this out before the end of the day. I'd appreciate your help.,promo_code
CONV-02808,I need some help. Has the refund for ORD-101190 been issued yet? Thank you.,refund_status
CONV-04652,"Hello, My discount code isn't working. Please let me know.",promo_code
CONV-02870,My payment is being declined at checkout. I haven't changed anything on my account. Thank you.,payment_failure
CONV-03660,Please advise: When should ORD-100545 arrive? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,delivery_estimate
CONV-04597,"I’m contacting support because ORD-100335 was due on Tuesday, but it still hasn't arrived. Can you check?",delivery_delay
CONV-03295,"I expected this shipment already, but it hasn't turned up. I haven't changed anything on my account. Please let me know.",delivery_delay
CONV-02189,Could you help me? Something about my account activity looks suspicious. I noticed this while reviewing my recent activity. I'd appreciate your help.,account_security
CONV-04610,Could you help me? Has the courier scanned ORD-104882 yet? I placed the order earlier today. I’d like to resolve this today.,delivery_tracking
CONV-00388,"I’m contacting support because ORD-100315 was due on Saturday, but it still hasn't arrived. I haven't changed anything on my account.",delivery_delay
CONV-02478,Please advise: When should ORD-100685 arrive? I noticed this while reviewing my recent activity. Thanks.,delivery_estimate
CONV-01195,Could you help me? I was sent the wrong model. I placed the order earlier today. Thanks.,wrong_item
CONV-04760,I’m contacting support because How can I prevent the plan from renewing? Can you check?,subscription_cancel
CONV-04904,I need some help. I can't recall my password and need to change it. This is my first time dealing with this issue. Can you check?,password_reset
CONV-00169,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue. Can you check?,password_reset
CONV-02077,I need some help. The discount isn't being applied even though I entered the code.,promo_code
CONV-01769,Please advise: I don't recognize the amount billed for my membership. I noticed this while reviewing my recent activity. I'd appreciate your help.,subscription_billing
CONV-01699,Quick question: Do you have an update on ORD-100121? I want to know where it stands. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,order_status
CONV-01854,I’m contacting support because Why was my subscription charged this month? I haven't changed anything on my account. Please let me know.,subscription_billing
CONV-01869,Why is the coupon being rejected at checkout? I haven't changed anything on my account.,promo_code
CONV-00444,Could you help me? The same purchase appears twice on my card statement. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,duplicate_charge
CONV-02390,Quick question: The item arrived damaged. What should I do? I placed the order earlier today. I'd appreciate your help.,damaged_item
CONV-02137,I need some help. Can you explain the latest recurring charge? I haven't changed anything on my account.,subscription_billing
CONV-00360,I no longer want this order. Is cancellation still possible? Can you check?,order_cancellation
CONV-01292,"I wanted to check whether The item was returned, but I haven't received the refund. I haven't changed anything on my account.",refund_status
CONV-00793,Please advise: Does this product come with the accessories shown? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,product_information
CONV-01957,I need some help. Has the refund for ORD-101110 been issued yet? I haven't changed anything on my account. Thank you.,refund_status
CONV-00924,Please help me arrange a return. Please let me know.,return_request
CONV-03629,"Hello, I received the package, but one of the products is absent. Thank you.",missing_item
CONV-01570,Please advise: The product has a crack that wasn't shown in the listing. I noticed this while reviewing my recent activity. Any guidance would be helpful.,missing_item
CONV-02695,"Hello, Could you help me end my recurring plan? Please let me know.",subscription_cancel
CONV-00902,Something about my account activity looks suspicious. This is my first time dealing with this issue. Can you check?,account_security
CONV-01471,"Hello, Can you show me the latest tracking update for my shipment?",delivery_tracking
CONV-01525,Quick question: I think I was charged more than once for a single checkout. I’m trying to sort this out before the end of the day. Thanks.,duplicate_charge
CONV-02438,Please advise: Can you cancel ORD-101830 for me? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,order_cancellation
CONV-02506,I wanted to check whether The promised delivery window is over for ORD-100369. I haven't changed anything on my account. Please let me know.,delivery_delay
CONV-01489,I wanted to check whether I keep getting rejected when I try to sign in. This is my first time dealing with this issue. Thank you.,account_access
CONV-00132,Quick question: I need to create a new password because I can't remember mine. I placed the order earlier today. Thanks.,password_reset
CONV-01180,Please advise: Does this product come with the accessories shown? I’m trying to sort this out before the end of the day. Thanks.,product_information
CONV-01727,Could you help me? Could you tell me the current status of my refund? I’m trying to sort this out before the end of the day. Thanks.,refund_status
CONV-04808,I need some help. The login page won't let me access my account. This is my first time dealing with this issue. Thank you.,account_access
CONV-03203,"Hi, Where can I request a password reset? I placed the order earlier today. Thanks.",password_reset
CONV-01539,"Hi, I think someone may have accessed my account. I noticed this while reviewing my recent activity. I’d like to resolve this today.",account_security
CONV-01320,"Hello, What steps do I need to follow to return this product? Please let me know.",return_request
CONV-03828,Quick question: I think I was charged more than once for a single checkout. I noticed this while reviewing my recent activity. I'd appreciate your help.,duplicate_charge
CONV-01377,Please advise: Does this product come with the accessories shown? I placed the order earlier today. I'd appreciate your help.,product_information
CONV-02550,Could you help me? Why is the coupon being rejected at checkout? I noticed this while reviewing my recent activity. I’d like to resolve this today.,promo_code
CONV-04703,Quick question: The item arrived damaged. What should I do? I noticed this while reviewing my recent activity. I’d like to resolve this today.,damaged_item
CONV-00304,My payment is being declined at checkout. Please let me know.,payment_failure
CONV-04671,Quick question: Please stop ORD-101982 before it is dispatched. I noticed this while reviewing my recent activity. I’d like to resolve this today.,order_cancellation
CONV-02397,I wanted to check whether Do you have an update on ORD-100226? I want to know where it stands. I haven't changed anything on my account. Thank you.,order_status
CONV-03808,I need some help. The login page won't let me access my account. Please let me know.,account_access
CONV-02835,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. Any guidance would be helpful.,address_change
CONV-01459,Why is the coupon being rejected at checkout?,promo_code
CONV-00246,I no longer want this order. Is cancellation still possible? This is my first time dealing with this issue. Thank you.,order_cancellation
CONV-00730,"Hello, I received the package, but one of the products is absent.",missing_item
CONV-03450,I’m contacting support because I see two charges for the same purchase. I haven't changed anything on my account.,duplicate_charge
CONV-01805,I’m contacting support because When should the refund appear in my account? I haven't changed anything on my account. Can you check?,refund_status
CONV-00310,I need some help. Can you help me cancel my recent order? I haven't changed anything on my account.,order_cancellation
CONV-02937,Could you help me? Please update the destination before the order ships. I placed the order earlier today. I’d like to resolve this today.,address_change
CONV-01038,I no longer want this order. Is cancellation still possible? Thank you.,order_cancellation
CONV-04448,Could you help me? Why is the coupon being rejected at checkout? I noticed this while reviewing my recent activity. Any guidance would be helpful.,promo_code
CONV-01545,"Hello, I'm still waiting for the money from my return. Can you check? This is my first time dealing with this issue. Please let me know.",return_request
CONV-04637,Please advise: I'm still waiting for the money from my return. Can you check? I placed the order earlier today. I'd appreciate your help.,refund_status
CONV-01807,"I’m contacting support because ORD-100295 was due on Thursday, but it still hasn't arrived. This is my first time dealing with this issue. Can you check?",delivery_delay
CONV-00213,Quick question: I need to redirect this package to another address. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,address_change
CONV-03946,Quick question: Do you have an update on ORD-100181? I want to know where it stands. I’m trying to sort this out before the end of the day. I'd appreciate your help.,order_status
CONV-03923,Please advise: I'm locked out of my account and need access. I placed the order earlier today. I'd appreciate your help.,account_access
CONV-04657,"Hello, Would you mind checking the latest status of ORD-100004? I haven't changed anything on my account. Can you check?",order_status
CONV-00478,Could you help me? I no longer want this order. Is cancellation still possible? I placed the order earlier today. Thanks.,order_cancellation
CONV-03364,"Hello, Why are there duplicate transactions for one order? This is my first time dealing with this issue.",duplicate_charge
CONV-04426,I need some help. The discount isn't being applied even though I entered the code. Thank you.,promo_code
CONV-02171,Quick question: Can you tell me more about this product's features? I noticed this while reviewing my recent activity. I'd appreciate your help.,product_information
CONV-04738,"Hi, I think someone may have accessed my account. I placed the order earlier today. I'd appreciate your help.",account_security
CONV-01640,I’m contacting support because Roughly how long will delivery take? Please let me know.,delivery_estimate
CONV-01936,Could you help me? Something about my account activity looks suspicious. I noticed this while reviewing my recent activity. Thanks.,account_security
CONV-03524,Please advise: I forgot my password. How can I reset it? I noticed this while reviewing my recent activity. Thanks.,password_reset
CONV-04024,Something about my account activity looks suspicious. Please let me know.,account_security
CONV-04134,Please advise: I forgot my password. How can I reset it? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,password_reset
CONV-00325,Just checking — The delivery date for ORD-100416 has passed and I'm still waiting. I noticed this while reviewing my recent activity. I'd appreciate your help.,delivery_delay
CONV-04919,I need some help. There is visible damage on the item I received. Please let me know.,damaged_item
CONV-01673,I want to cancel my subscription. This is my first time dealing with this issue. Can you check?,subscription_cancel
CONV-04198,Just checking — I changed my mind and would like to send the item back. I placed the order earlier today. Thanks.,return_request
CONV-00467,One product from my order is missing. This is my first time dealing with this issue. Thank you.,missing_item
CONV-03472,Just checking — I don't want the subscription to continue after this billing period. I placed the order earlier today. I'd appreciate your help.,subscription_cancel
CONV-02046,"Hi, Where should I enter my promo code? I noticed this while reviewing my recent activity. Any guidance would be helpful.",promo_code
CONV-02353,"Quick question: I have tried several times, but the transaction won't go through. I placed the order earlier today. Thanks.",payment_failure
CONV-00702,I wanted to check whether I have a question about the charge on my recurring plan. This is my first time dealing with this issue. Please let me know.,subscription_billing
CONV-04003,"Hi, I opened the package and found the product broken. I noticed this while reviewing my recent activity. I’d like to resolve this today.",damaged_item
CONV-00306,Could you explain the available options for this product? I haven't changed anything on my account. Thank you.,product_information
CONV-03549,"Hello, I forgot my password. How can I reset it? I haven't changed anything on my account. Can you check?",password_reset
CONV-00035,"Hello, Can you cancel ORD-101755 for me? I haven't changed anything on my account. Please let me know.",order_cancellation
CONV-02150,Please help me arrange a return. This is my first time dealing with this issue.,return_request
CONV-01931,I’m contacting support because I think someone may have accessed my account.,account_security
CONV-01584,"Hi, Where should I enter my promo code? I noticed this while reviewing my recent activity. I'd appreciate your help.",promo_code
CONV-00784,I’m contacting support because My multi-item order is incomplete. This is my first time dealing with this issue.,missing_item
CONV-03504,Quick question: I want to track the package that was just dispatched. I placed the order earlier today. Thanks.,delivery_tracking
CONV-04452,Could you help me? My payment is being declined at checkout. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,payment_failure
CONV-03800,"I’m contacting support because ORD-100405 was due on Saturday, but it still hasn't arrived. I haven't changed anything on my account. Thank you.",delivery_delay
CONV-00305,Just checking — The login page won't let me access my account. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,account_access
CONV-04620,"Hi, Why was my subscription charged this month? I placed the order earlier today. I'd appreciate your help.",subscription_cancel
CONV-02454,Please advise: My parcel is 3 days late. Can you investigate? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,delivery_delay
CONV-01422,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. I'd appreciate your help.,address_change
CONV-01176,Just checking — I placed ORD-100073 recently. What is happening with it? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,order_status
CONV-02243,I wanted to check whether Can you give me an ETA for this shipment? I haven't changed anything on my account. Please let me know.,delivery_estimate
CONV-04450,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",payment_failure
CONV-01349,One product from my order is missing.,missing_item
CONV-03713,I need some help. Can I change the shipping address for ORD-103590? I haven't changed anything on my account. Can you check?,address_change
CONV-00173,"I wanted to check whether The box arrived, but adapter wasn't inside. Thank you.",missing_item
CONV-04539,Please advise: When should ORD-100595 arrive? I noticed this while reviewing my recent activity. I'd appreciate your help.,delivery_estimate
CONV-02113,Could you help me? I’m checking on ORD-100155. Could you tell me its current status? I placed the order earlier today. Any guidance would be helpful.,order_status
CONV-01867,Quick question: The item arrived damaged. What should I do? I’m trying to sort this out before the end of the day. I'd appreciate your help.,damaged_item
CONV-04204,Please advise: Can you show me the latest tracking update for my shipment? I’m trying to sort this out before the end of the day. Thanks.,delivery_tracking
CONV-01373,I need some help. I changed my mind and would like to send the item back.,return_request
CONV-00143,Quick question: I want to track the package that was just dispatched. I’m trying to sort this out before the end of the day. I'd appreciate your help.,delivery_tracking
CONV-00438,"Hi, How can I prevent the plan from renewing? I noticed this while reviewing my recent activity. Any guidance would be helpful.",subscription_cancel
CONV-03615,I’m contacting support because My multi-item order is incomplete. This is my first time dealing with this issue. Thank you.,missing_item
CONV-01308,I wanted to check whether The promotional code says it is invalid. Thank you.,promo_code
CONV-00804,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. I'd appreciate your help.",payment_failure
CONV-01314,Could you help me? Could you tell me the current status of my refund? I noticed this while reviewing my recent activity. I’d like to resolve this today.,refund_status
CONV-03702,I’m contacting support because Something different was packed instead of what I purchased. I haven't changed anything on my account.,wrong_item
CONV-00253,"Hello, Why are there duplicate transactions for one order? This is my first time dealing with this issue. Thank you.",duplicate_charge
CONV-04848,Could you help me? Something about my account activity looks suspicious. I placed the order earlier today. I’d like to resolve this today.,account_security
CONV-03963,"Hi, I need the specifications before I decide whether to buy it. I placed the order earlier today. I’d like to resolve this today.",product_information
CONV-01714,I need some help. There are changes in my profile that I didn't make. Can you check?,account_security
CONV-04911,Could you explain the available options for this product? This is my first time dealing with this issue. Can you check?,product_information
CONV-04470,I wanted to check whether I need to create a new password because I can't remember mine. Can you check?,password_reset
CONV-03603,Please advise: My discount code isn't working. I placed the order earlier today. I’d like to resolve this today.,promo_code
CONV-02166,Has the courier scanned ORD-104817 yet?,delivery_tracking
CONV-03333,Just checking — I’m planning around the delivery. When is it expected? I placed the order earlier today. I’d like to resolve this today.,delivery_estimate
CONV-01535,Could you help me? I no longer want this order. Is cancellation still possible? I placed the order earlier today. I’d like to resolve this today.,order_cancellation
CONV-04807,"Hello, I can't finish the purchase because the payment isn't accepted. Thank you.",payment_failure
CONV-02910,Please advise: What steps do I need to follow to return this product? I placed the order earlier today. Any guidance would be helpful.,return_request
CONV-01263,Quick question: Please stop ORD-101942 before it is dispatched. I placed the order earlier today. I’d like to resolve this today.,order_cancellation
CONV-02980,I need some help. Where is ORD-104825 right now? This is my first time dealing with this issue.,delivery_tracking
CONV-02743,I want to cancel my subscription. This is my first time dealing with this issue. Thank you.,subscription_cancel
CONV-04984,Please advise: I don't recognize the amount billed for my membership. I placed the order earlier today. I'd appreciate your help.,subscription_billing
CONV-01583,Could you help me? My subscription payment was higher than I expected. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,subscription_billing
CONV-03350,Just checking — I don't want the subscription to continue after this billing period. I placed the order earlier today. Thanks.,subscription_cancel
CONV-01544,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",order_cancellation
CONV-04950,I wanted to check whether I have a question about the charge on my recurring plan. I haven't changed anything on my account. Please let me know.,subscription_billing
CONV-00341,I’m contacting support because Where should I enter my promo code? I haven't changed anything on my account. Thank you.,promo_code
CONV-03631,I wanted to check whether The promised delivery window is over for ORD-100339. I haven't changed anything on my account.,delivery_delay
CONV-00526,Please advise: My parcel is 1 days late. Can you investigate? I placed the order earlier today. Thanks.,delivery_delay
CONV-00193,Please advise: Could you help me end my recurring plan? I placed the order earlier today. Any guidance would be helpful.,subscription_cancel
CONV-01001,Please advise: I don't recognize the amount billed for my membership. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,subscription_billing
CONV-00263,Just checking — There is visible damage on the item I received. I placed the order earlier today. I’d like to resolve this today.,damaged_item
CONV-02407,"Hi, Why was my subscription charged this month? I placed the order earlier today. Thanks.",subscription_billing
CONV-00649,"Hello, What steps do I need to follow to return this product? This is my first time dealing with this issue. Thank you.",return_request
CONV-02969,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. Any guidance would be helpful.,payment_failure
CONV-00530,I need some help. Where is ORD-104925 right now? Can you check?,delivery_tracking
CONV-00404,Could you help me? One product from my order is missing. I placed the order earlier today. Thanks.,missing_item
CONV-04908,Quick question: The delivered item doesn't match my order. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,wrong_item
CONV-04988,I wanted to check whether The delivered item doesn't match my order. Please let me know.,wrong_item
CONV-02975,Please advise: Why are there duplicate transactions for one order? I placed the order earlier today. Any guidance would be helpful.,duplicate_charge
CONV-01268,I wanted to check whether Please stop ORD-101877 before it is dispatched.,order_cancellation
CONV-03686,Please advise: I'm locked out of my account and need access. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,account_access
CONV-02162,"Hello, My discount code isn't working. I haven't changed anything on my account.",product_information
CONV-00380,Quick question: The promotional code says it is invalid. I placed the order earlier today. I'd appreciate your help.,promo_code
CONV-03131,"Hi, Why was my subscription charged this month? I placed the order earlier today. I'd appreciate your help.",subscription_billing
CONV-00591,Could you help me? I want to cancel my subscription. I noticed this while reviewing my recent activity. I’d like to resolve this today.,subscription_cancel
CONV-03981,Please advise: I'm still waiting for the money from my return. Can you check? I placed the order earlier today. I'd appreciate your help.,refund_status
CONV-01346,Please advise: I don't recognize the amount billed for my membership. I noticed this while reviewing my recent activity. Thanks.,subscription_billing
CONV-00207,I was sent the wrong model. This is my first time dealing with this issue. Thank you.,wrong_item
CONV-01906,I wanted to check whether The promotional code says it is invalid. This is my first time dealing with this issue. Can you check?,promo_code
CONV-00033,Could you help me? Has the courier scanned ORD-104842 yet? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,delivery_tracking
CONV-02629,Please help me arrange a return. Thank you.,return_request
CONV-02724,Could you help me? I no longer want this order. Is cancellation still possible? I’m trying to sort this out before the end of the day. I'd appreciate your help.,order_cancellation
CONV-00849,Please advise: Can you show me the latest tracking update for my shipment? I placed the order earlier today. I'd appreciate your help.,delivery_tracking
CONV-03822,Just checking — The login page won't let me access my account. I noticed this while reviewing my recent activity. I’d like to resolve this today.,password_reset
CONV-03646,I need some help. There is visible damage on the item I received.,damaged_item
CONV-03785,Could you help me? My subscription payment was higher than I expected. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,subscription_billing
CONV-02718,I need some help. The delivery date for ORD-100261 has passed and I'm still waiting. I haven't changed anything on my account. Thank you.,delivery_delay
CONV-02248,Could you explain the available options for this product? Can you check?,product_information
CONV-04667,"Hello, Could you help me end my recurring plan? I haven't changed anything on my account. Can you check?",subscription_cancel
CONV-03213,I wanted to check whether The promised delivery window is over for ORD-100409. This is my first time dealing with this issue. Please let me know.,delivery_delay
CONV-01590,"Quick question: The box arrived, but cable wasn't inside. I placed the order earlier today. Thanks.",missing_item
CONV-03557,Can you send me through the password recovery process? Can you check?,password_reset
CONV-00025,Has the courier scanned ORD-104767 yet? I haven't changed anything on my account. Please let me know.,delivery_tracking
CONV-02874,Just checking — Why does the payment fail whenever I try to complete the order? I noticed this while reviewing my recent activity. I’d like to resolve this today.,payment_failure
CONV-04681,"Hi, I can't sign in to my account. I noticed this while reviewing my recent activity. I'd appreciate your help.",account_access
CONV-00177,I wanted to check whether I have a question about the charge on my recurring plan. I haven't changed anything on my account. Thank you.,subscription_billing
CONV-04367,Could you help me? I was sent the wrong model. I’m trying to sort this out before the end of the day. Thanks.,wrong_item
CONV-03200,"Hi, How do I change the address attached to my order? I noticed this while reviewing my recent activity. Thanks.",address_change
CONV-03417,Please advise: Could you help me end my recurring plan? I’m trying to sort this out before the end of the day. Thanks.,subscription_cancel
CONV-00699,Please advise: My package contains a different product. I placed the order earlier today. I’d like to resolve this today.,wrong_item
CONV-04995,Could you help me? Something about my account activity looks suspicious. I’m trying to sort this out before the end of the day. I'd appreciate your help.,account_security
CONV-00327,I was sent the wrong model. This is my first time dealing with this issue. Please let me know.,wrong_item
CONV-03284,Could you help me? My account suddenly won't let me log in. I noticed this while reviewing my recent activity. Thanks.,account_access
CONV-03951,Please advise: I don't recognize the amount billed for my membership. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,subscription_billing
CONV-04117,I wanted to check whether Do you have an update on ORD-100126? I want to know where it stands. Please let me know.,order_status
CONV-03641,What is the estimated delivery date for my package? This is my first time dealing with this issue. Thank you.,delivery_estimate
CONV-01753,"Hi, ORD-100420 was due on Wednesday, but it still hasn't arrived. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",delivery_delay
CONV-02687,I wanted to check whether The promotional code says it is invalid. This is my first time dealing with this issue. Thank you.,promo_code
CONV-04504,"Quick question: The box arrived, but mug wasn't inside. I noticed this while reviewing my recent activity. Any guidance would be helpful.",missing_item
