conversation_id,channel,customer_message,language,synthetic
CONV-00843,mobile_app,"Hi, I see two charges for the same purchase. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-00844,mobile_app,"Hello, What steps do I need to follow to return this product? This is my first time dealing with this issue.",en,True
CONV-00845,chat,Just checking — The delivery date for ORD-100366 has passed and I'm still waiting. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-00846,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. Can you check?,en,True
CONV-00847,web_form,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Please let me know.",en,True
CONV-00848,web_form,My subscription payment was higher than I expected. I haven't changed anything on my account. Please let me know.,en,True
CONV-00849,chat,Please advise: Can you show me the latest tracking update for my shipment? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00850,email,I need some help. The discount isn't being applied even though I entered the code. This is my first time dealing with this issue. Can you check?,en,True
CONV-00851,web_form,I need some help. It looks like I was billed twice for ORD-101746.,en,True
CONV-00852,mobile_app,Please advise: Would you mind checking the latest status of ORD-100019? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-00853,chat,"Hi, Checkout keeps rejecting my payment. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-00854,mobile_app,Could you help me? Please update the destination before the order ships. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00855,email,"Quick question: The box arrived, but mug wasn't inside. I placed the order earlier today. Any guidance would be helpful.",en,True
CONV-00856,web_form,I need some help. I placed ORD-100218 recently. What is happening with it? This is my first time dealing with this issue. Thank you.,en,True
CONV-00857,email,I’m contacting support because Checkout keeps rejecting my payment. I haven't changed anything on my account.,en,True
CONV-00858,chat,"Could you help me? I expected this shipment already, but it hasn't turned up. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-00859,web_form,I wanted to check whether I have a question about the charge on my recurring plan. This is my first time dealing with this issue. Please let me know.,en,True
CONV-00860,chat,"Hi, I can't sign in to my account. I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-00861,web_form,Please advise: I received a security alert for an unfamiliar sign-in. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00862,mobile_app,"Hello, I received a security alert for an unfamiliar sign-in. This is my first time dealing with this issue. Thank you.",en,True
CONV-00863,email,Could you help me? One product from my order is missing. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-00864,web_form,I wanted to check whether Can you tell me more about this product's features? Can you check?,en,True
CONV-00865,chat,I wanted to check whether I need to redirect this package to another address. Please let me know.,en,True
CONV-00866,email,My account suddenly won't let me log in. This is my first time dealing with this issue. Thank you.,en,True
CONV-00867,chat,Just checking — I changed my mind and would like to send the item back. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00868,mobile_app,"Hello, I'm locked out of my account and need access. This is my first time dealing with this issue. Can you check?",en,True
CONV-00869,chat,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Can you check?",en,True
CONV-00870,mobile_app,I need some help. Where is ORD-104785 right now? I haven't changed anything on my account.,en,True
CONV-00871,email,Just checking — There is visible damage on the item I received. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-00872,web_form,I wanted to check whether Can you give me an ETA for this shipment? This is my first time dealing with this issue.,en,True
CONV-00873,mobile_app,Just checking — I placed ORD-100203 recently. What is happening with it? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-00874,chat,Could you help me? Why is the coupon being rejected at checkout? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-00875,chat,Please advise: I received a security alert for an unfamiliar sign-in. I placed the order earlier today. Thanks.,en,True
CONV-00876,mobile_app,I wanted to check whether I keep getting rejected when I try to sign in.,en,True
CONV-00877,email,Please advise: I forgot my password. How can I reset it? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00878,web_form,"I wanted to check whether The item was returned, but I haven't received the refund. This is my first time dealing with this issue. Please let me know.",en,True
CONV-00879,mobile_app,Could you help me? The same purchase appears twice on my card statement. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00880,chat,Could you tell me the current status of my refund? I haven't changed anything on my account. Can you check?,en,True
CONV-00881,web_form,The same purchase appears twice on my card statement. This is my first time dealing with this issue. Can you check?,en,True
CONV-00882,mobile_app,"I wanted to check whether I have tried several times, but the transaction won't go through. This is my first time dealing with this issue. Thank you.",en,True
CONV-00883,chat,Quick question: The delivered item doesn't match my order. I placed the order earlier today. Thanks.,en,True
CONV-00884,chat,Quick question: I noticed a login I don't recognize. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-00885,email,Quick question: Can you give me an ETA for this shipment? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-00886,mobile_app,Please advise: Why are there duplicate transactions for one order? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00887,chat,I need some help. What exactly is included with this item? This is my first time dealing with this issue. Please let me know.,en,True
CONV-00888,chat,Please update the destination before the order ships. This is my first time dealing with this issue. Thank you.,en,True
CONV-00889,chat,I’m contacting support because Roughly how long will delivery take? I haven't changed anything on my account. Please let me know.,en,True
CONV-00890,mobile_app,Quick question: I have a question about the charge on my recurring plan. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-00891,web_form,Can you send me through the password recovery process? This is my first time dealing with this issue. Please let me know.,en,True
CONV-00892,web_form,Could you help me? Has the courier scanned ORD-104932 yet? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-00893,chat,"Hi, I think someone may have accessed my account. I placed the order earlier today. Thanks.",en,True
CONV-00894,web_form,One product from my order is missing. This is my first time dealing with this issue. Can you check?,en,True
CONV-00895,mobile_app,I’m contacting support because Where should I enter my promo code? Thank you.,en,True
CONV-00896,chat,I wanted to check whether I need to create a new password because I can't remember mine. Can you check?,en,True
CONV-00897,chat,"My delivery arrived, but the item inside is damaged. This is my first time dealing with this issue. Can you check?",en,True
CONV-00898,email,I wanted to check whether I noticed a login I don't recognize. I haven't changed anything on my account.,en,True
CONV-00899,web_form,Just checking — There are changes in my profile that I didn't make. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-00900,mobile_app,I wanted to check whether I noticed a login I don't recognize. Please let me know.,en,True
CONV-00901,email,Please help me arrange a return. Please let me know.,en,True
CONV-00902,email,Something about my account activity looks suspicious. This is my first time dealing with this issue. Can you check?,en,True
CONV-00903,web_form,Please advise: My discount code isn't working. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00904,web_form,"I wanted to check whether The box arrived, but case wasn't inside. I haven't changed anything on my account.",en,True
CONV-00905,chat,Quick question: I want to track the package that was just dispatched. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-00906,email,I need some help. I changed my mind and would like to send the item back. I haven't changed anything on my account. Thank you.,en,True
CONV-00907,mobile_app,Just checking — Part of ORD-102683 was not included in the delivery. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00908,web_form,"Hello, Would you mind checking the latest status of ORD-100214? I haven't changed anything on my account. Please let me know.",en,True
CONV-00909,email,I’m contacting support because I think someone may have accessed my account. This is my first time dealing with this issue. Can you check?,en,True
CONV-00910,chat,"Hi, Where should I enter my promo code? I placed the order earlier today. Thanks.",en,True
CONV-00911,email,"Hi, Roughly how long will delivery take? I placed the order earlier today. Thanks.",en,True
CONV-00912,mobile_app,Could you help me? The same purchase appears twice on my card statement. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-00913,chat,"Hi, Something different was packed instead of what I purchased. I placed the order earlier today. Any guidance would be helpful.",en,True
CONV-00914,web_form,"Hello, The product has a crack that wasn't shown in the listing. This is my first time dealing with this issue. Please let me know.",en,True
CONV-00915,chat,Just checking — I don't want the subscription to continue after this billing period. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-00916,chat,Could you help me? I was sent the wrong model. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-00917,mobile_app,Just checking — Can I change the shipping address for ORD-103635? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00918,email,"Hi, Why was my subscription charged this month? I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-00919,chat,"Hi, Where should I enter my promo code? I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-00920,chat,I wanted to check whether Do you have an update on ORD-100196? I want to know where it stands. I haven't changed anything on my account. Can you check?,en,True
CONV-00921,mobile_app,Just checking — What exactly is included with this item? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00922,mobile_app,Could you help me? The same purchase appears twice on my card statement. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-00923,chat,Could you help me? My payment is being declined at checkout. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-00924,email,Please help me arrange a return. Please let me know.,en,True
CONV-00925,web_form,I need some help. What exactly is included with this item? This is my first time dealing with this issue.,en,True
CONV-00926,email,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-00927,chat,Please advise: Could you help me end my recurring plan? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-00928,chat,Just checking — Where is ORD-104990 right now? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00929,email,I need some help. I changed my mind and would like to send the item back. This is my first time dealing with this issue. Please let me know.,en,True
CONV-00930,mobile_app,My payment is being declined at checkout. Thank you.,en,True
CONV-00931,chat,I need some help. I placed ORD-100068 recently. What is happening with it? This is my first time dealing with this issue. Can you check?,en,True
CONV-00932,web_form,I’m contacting support because Why was my subscription charged this month? This is my first time dealing with this issue. Thank you.,en,True
CONV-00933,email,"Hello, Can you cancel ORD-101815 for me? I haven't changed anything on my account. Thank you.",en,True
CONV-00934,chat,I’m contacting support because Roughly how long will delivery take? Thank you.,en,True
CONV-00935,mobile_app,Just checking — There is visible damage on the item I received. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-00936,chat,I wanted to check whether Do you have an update on ORD-100096? I want to know where it stands.,en,True
CONV-00937,email,Just checking — Can you explain the latest recurring charge? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-00938,mobile_app,"Hello, I received a security alert for an unfamiliar sign-in. Thank you.",en,True
CONV-00939,mobile_app,Please advise: Would you mind checking the latest status of ORD-100139? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-00940,chat,"Hi, Could you tell me the current location or transit stage of my parcel? I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-00941,web_form,I’m contacting support because My multi-item order is incomplete. This is my first time dealing with this issue. Can you check?,en,True
CONV-00942,mobile_app,Could you help me? My subscription payment was higher than I expected. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-00943,web_form,Could you help me? Has the courier scanned ORD-104772 yet? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-00944,web_form,I need some help. It looks like I was billed twice for ORD-101606. I haven't changed anything on my account. Can you check?,en,True
CONV-00945,email,Quick question: I think I was charged more than once for a single checkout. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-00946,mobile_app,Quick question: I think I was charged more than once for a single checkout. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-00947,web_form,I wanted to check whether I think I was charged more than once for a single checkout. This is my first time dealing with this issue. Can you check?,en,True
CONV-00948,mobile_app,"Could you help me? My delivery arrived, but the item inside is damaged. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-00949,email,"I expected this shipment already, but it hasn't turned up. This is my first time dealing with this issue. Can you check?",en,True
CONV-00950,chat,Just checking — The item I received isn't the one I ordered. I placed the order earlier today. Thanks.,en,True
CONV-00951,mobile_app,"Hi, Where can I request a password reset? I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-00952,web_form,Could you explain the available options for this product?,en,True
CONV-00953,web_form,I need some help. I’m planning around the delivery. When is it expected? This is my first time dealing with this issue. Can you check?,en,True
CONV-00954,chat,Please advise: Could you help me end my recurring plan? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-00955,email,Please advise: When should ORD-100625 arrive? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-00956,chat,"Hi, ORD-100450 was due on Wednesday, but it still hasn't arrived. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-00957,email,"Hello, I can't finish the purchase because the payment isn't accepted. I haven't changed anything on my account. Can you check?",en,True
CONV-00958,web_form,Please advise: My package contains a different product. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00959,web_form,I need some help. What exactly is included with this item? Can you check?,en,True
CONV-00960,web_form,Quick question: I keep getting rejected when I try to sign in. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-00961,email,Quick question: I think I was charged more than once for a single checkout. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-00962,web_form,I’m contacting support because When should the refund appear in my account? Please let me know.,en,True
CONV-00963,web_form,I wanted to check whether I need to redirect this package to another address. I haven't changed anything on my account. Can you check?,en,True
CONV-00964,email,Please advise: Why are there duplicate transactions for one order? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-00965,chat,I’m contacting support because How do I change the address attached to my order? This is my first time dealing with this issue. Please let me know.,en,True
CONV-00966,chat,Could you explain the available options for this product? This is my first time dealing with this issue. Thank you.,en,True
CONV-00967,web_form,I’m checking on ORD-100150. Could you tell me its current status? Please let me know.,en,True
CONV-00968,web_form,Could you help me? My payment is being declined at checkout. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-00969,mobile_app,"Hi, I opened the package and found the product broken. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-00970,web_form,"I wanted to check whether The box arrived, but case wasn't inside. This is my first time dealing with this issue.",en,True
CONV-00971,chat,Could you help me? I no longer want this order. Is cancellation still possible? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-00972,chat,I need some help. I placed ORD-100088 recently. What is happening with it? I haven't changed anything on my account.,en,True
CONV-00973,mobile_app,"Hello, My parcel is 4 days late. Can you investigate? This is my first time dealing with this issue. Please let me know.",en,True
CONV-00974,mobile_app,My payment is being declined at checkout. This is my first time dealing with this issue. Thank you.,en,True
CONV-00975,mobile_app,I’m contacting support because I can't sign in to my account. This is my first time dealing with this issue. Can you check?,en,True
CONV-00976,chat,Quick question: I noticed a login I don't recognize. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-00977,mobile_app,Quick question: I need to create a new password because I can't remember mine. I placed the order earlier today. Thanks.,en,True
CONV-00978,web_form,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-00979,chat,Please advise: Could you help me end my recurring plan? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-00980,web_form,"Hello, I entered the wrong delivery address. Can it be corrected? Can you check?",en,True
CONV-00981,email,I’m contacting support because Could you explain the return process for this purchase? Please let me know.,en,True
CONV-00982,mobile_app,Please advise: Would you mind checking the latest status of ORD-100239? I placed the order earlier today. Thanks.,en,True
CONV-00983,email,"Hi, I need the specifications before I decide whether to buy it. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-00984,web_form,I wanted to check whether I need to create a new password because I can't remember mine. I haven't changed anything on my account. Thank you.,en,True
CONV-00985,chat,I’m contacting support because Where can I request a password reset? I haven't changed anything on my account.,en,True
CONV-00986,chat,Could you help me? I no longer want this order. Is cancellation still possible? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-00987,email,I’m contacting support because I can't sign in to my account. This is my first time dealing with this issue. Please let me know.,en,True
CONV-00988,chat,I’m contacting support because Can you see what stage ORD-100192 is at right now?,en,True
CONV-00989,mobile_app,I’m contacting support because Could you tell me the current location or transit stage of my parcel? This is my first time dealing with this issue.,en,True
CONV-00990,email,I’m contacting support because Could you tell me the current location or transit stage of my parcel? This is my first time dealing with this issue. Thank you.,en,True
CONV-00991,web_form,Could you help me? Please help me arrange a return. I placed the order earlier today. Thanks.,en,True
CONV-00992,web_form,Just checking — Why does the payment fail whenever I try to complete the order? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-00993,mobile_app,Just checking — Can you explain the latest recurring charge? I placed the order earlier today. Thanks.,en,True
CONV-00994,email,I was sent the wrong model.,en,True
CONV-00995,web_form,Just checking — The discount isn't being applied even though I entered the code. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-00996,mobile_app,"Hi, I need the specifications before I decide whether to buy it. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-00997,mobile_app,I wanted to check whether The delivered item doesn't match my order. Please let me know.,en,True
CONV-00998,web_form,I need some help. I can't recall my password and need to change it. I haven't changed anything on my account. Thank you.,en,True
CONV-00999,chat,I’m contacting support because My multi-item order is incomplete. Please let me know.,en,True
CONV-01000,chat,Could you help me? I no longer want this order. Is cancellation still possible? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-01001,mobile_app,Please advise: I don't recognize the amount billed for my membership. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-01002,chat,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue. Please let me know.,en,True
CONV-01003,web_form,Quick question: I want to return ORD-100800. How do I start? I placed the order earlier today. Thanks.,en,True
CONV-01004,mobile_app,Please advise: I entered the wrong delivery address. Can it be corrected? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-01005,email,Could you help me? My subscription payment was higher than I expected. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01006,web_form,Could you help me? My account suddenly won't let me log in. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01007,mobile_app,I wanted to check whether I want to track the package that was just dispatched.,en,True
CONV-01008,web_form,"Hi, Where should I enter my promo code? I placed the order earlier today. I'd appreciate your help.",en,True
CONV-01009,web_form,Just checking — The login page won't let me access my account. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01010,chat,"Hi, I can't sign in to my account. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-01011,email,I’m contacting support because How can I prevent the plan from renewing? Please let me know.,en,True
CONV-01012,mobile_app,Could you help me? The same purchase appears twice on my card statement. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-01013,web_form,Just checking — I don't want the subscription to continue after this billing period. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01014,chat,"Hi, How can I prevent the plan from renewing? I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-01015,chat,"My delivery arrived, but the item inside is damaged. I haven't changed anything on my account.",en,True
CONV-01016,chat,"Hi, Something different was packed instead of what I purchased. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-01017,mobile_app,Please advise: Would you mind checking the latest status of ORD-100099? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-01018,mobile_app,"Hello, Can you show me the latest tracking update for my shipment? This is my first time dealing with this issue.",en,True
CONV-01019,email,I need some help. There are changes in my profile that I didn't make.,en,True
CONV-01020,email,"Hi, Why was my subscription charged this month? I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-01021,mobile_app,Could you help me? Could you explain the available options for this product? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01022,web_form,Please advise: Can you show me the latest tracking update for my shipment? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-01023,mobile_app,Quick question: Do you have an update on ORD-100191? I want to know where it stands. I placed the order earlier today. Thanks.,en,True
CONV-01024,chat,I’m contacting support because I need the specifications before I decide whether to buy it. I haven't changed anything on my account. Thank you.,en,True
CONV-01025,web_form,Just checking — Can you help me cancel my recent order? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-01026,chat,"Hello, Why are there duplicate transactions for one order? This is my first time dealing with this issue. Thank you.",en,True
CONV-01027,chat,Quick question: I keep getting rejected when I try to sign in. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-01028,web_form,Just checking — The discount isn't being applied even though I entered the code. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01029,email,I need some help. Where is ORD-104915 right now? This is my first time dealing with this issue. Thank you.,en,True
CONV-01030,web_form,The same purchase appears twice on my card statement. This is my first time dealing with this issue. Can you check?,en,True
CONV-01031,email,I need some help. Can you help me cancel my recent order? I haven't changed anything on my account. Please let me know.,en,True
CONV-01032,web_form,Just checking — Where is ORD-104900 right now? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-01033,web_form,"Hello, I received the package, but one of the products is absent. I haven't changed anything on my account.",en,True
CONV-01034,chat,Please advise: I received a security alert for an unfamiliar sign-in. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01035,email,I want to cancel my subscription. Thank you.,en,True
CONV-01036,chat,Could you help me? I want to cancel my subscription. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01037,web_form,I wanted to check whether Do you have an update on ORD-100166? I want to know where it stands. I haven't changed anything on my account. Please let me know.,en,True
CONV-01038,email,I no longer want this order. Is cancellation still possible? Thank you.,en,True
CONV-01039,email,"Hello, I can't finish the purchase because the payment isn't accepted. This is my first time dealing with this issue.",en,True
CONV-01040,chat,I’m contacting support because When should the refund appear in my account? This is my first time dealing with this issue. Can you check?,en,True
CONV-01041,web_form,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-01042,web_form,"Hi, Something different was packed instead of what I purchased. I placed the order earlier today. I'd appreciate your help.",en,True
CONV-01043,mobile_app,I wanted to check whether The delivered item doesn't match my order. I haven't changed anything on my account. Please let me know.,en,True
CONV-01044,chat,Quick question: Please stop ORD-101822 before it is dispatched. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-01045,chat,I need some help. Has the refund for ORD-101220 been issued yet?,en,True
CONV-01046,web_form,I need some help. It looks like I was billed twice for ORD-101666. I haven't changed anything on my account.,en,True
CONV-01047,web_form,"Hi, I can't sign in to my account. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-01048,chat,I’m contacting support because Can you see what stage ORD-100152 is at right now? This is my first time dealing with this issue.,en,True
CONV-01049,web_form,"Hello, I received the package, but one of the products is absent.",en,True
CONV-01050,chat,"Hello, Does this product come with the accessories shown? This is my first time dealing with this issue. Thank you.",en,True
CONV-01051,chat,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I placed the order earlier today. I'd appreciate your help.",en,True
CONV-01052,mobile_app,"Hello, I can't finish the purchase because the payment isn't accepted. I haven't changed anything on my account. Please let me know.",en,True
CONV-01053,email,"Hello, I'm locked out of my account and need access. I haven't changed anything on my account. Please let me know.",en,True
CONV-01054,chat,I’m contacting support because My multi-item order is incomplete. This is my first time dealing with this issue. Thank you.,en,True
CONV-01055,email,My account suddenly won't let me log in. This is my first time dealing with this issue. Please let me know.,en,True
CONV-01056,web_form,"Hi, I can't sign in to my account. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-01057,chat,Could you help me? Has the courier scanned ORD-104822 yet? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01058,email,Quick question: I need to create a new password because I can't remember mine. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01059,web_form,I need some help. It looks like I was billed twice for ORD-101566. Can you check?,en,True
CONV-01060,mobile_app,Quick question: Do you have an update on ORD-100031? I want to know where it stands. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-01061,mobile_app,I need some help. I changed my mind and would like to send the item back. I haven't changed anything on my account.,en,True
CONV-01062,mobile_app,Just checking — Has the refund for ORD-101215 been issued yet? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-01063,mobile_app,I wanted to check whether Please stop ORD-101937 before it is dispatched. Can you check?,en,True
CONV-01064,email,"Hi, When should the refund appear in my account? I placed the order earlier today. I'd appreciate your help.",en,True
CONV-01065,mobile_app,I wanted to check whether The promised delivery window is over for ORD-100309. I haven't changed anything on my account. Thank you.,en,True
CONV-01066,mobile_app,"Hello, Can you show me the latest tracking update for my shipment? Can you check?",en,True
CONV-01067,chat,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account.",en,True
CONV-01068,email,"Hi, Where can I request a password reset? I placed the order earlier today. I'd appreciate your help.",en,True
CONV-01069,email,"I’m contacting support because ORD-100495 was due on Saturday, but it still hasn't arrived. I haven't changed anything on my account. Can you check?",en,True
CONV-01070,email,Could you help me? I’m checking on ORD-100205. Could you tell me its current status? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-01071,email,Just checking — Part of ORD-102673 was not included in the delivery. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-01072,mobile_app,I need some help. There are changes in my profile that I didn't make. I haven't changed anything on my account. Please let me know.,en,True
CONV-01073,chat,Could you help me? I want to cancel my subscription. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-01074,mobile_app,"I’m contacting support because ORD-100305 was due on Tuesday, but it still hasn't arrived. Please let me know.",en,True
CONV-01075,mobile_app,I need some help. I don't want the subscription to continue after this billing period. I haven't changed anything on my account. Can you check?,en,True
CONV-01076,email,"Hi, I opened the package and found the product broken. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-01077,email,Please advise: I'm still waiting for the money from my return. Can you check? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01078,email,"Hello, What steps do I need to follow to return this product? Thank you.",en,True
CONV-01079,web_form,"Hi, How can I prevent the plan from renewing? I placed the order earlier today. Any guidance would be helpful.",en,True
CONV-01080,email,"Hello, My package contains a different product. I haven't changed anything on my account.",en,True
CONV-01081,mobile_app,Quick question: Do you have an update on ORD-100211? I want to know where it stands. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-01082,mobile_app,I’m contacting support because How can I prevent the plan from renewing? I haven't changed anything on my account.,en,True
CONV-01083,mobile_app,Just checking — I’m planning around the delivery. When is it expected? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01084,email,Please advise: When should ORD-100565 arrive? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01085,chat,Quick question: I noticed a login I don't recognize. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-01086,chat,Just checking — The discount isn't being applied even though I entered the code. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01087,chat,"Hello, When should ORD-100680 arrive? I haven't changed anything on my account. Thank you.",en,True
CONV-01088,chat,I’m checking on ORD-100180. Could you tell me its current status? Can you check?,en,True
CONV-01089,email,I need some help. The discount isn't being applied even though I entered the code. Can you check?,en,True
CONV-01090,email,I need some help. The item I received isn't the one I ordered. This is my first time dealing with this issue. Can you check?,en,True
CONV-01091,web_form,Please advise: My package contains a different product. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01092,mobile_app,I’m contacting support because Where should I enter my promo code? Please let me know.,en,True
CONV-01093,chat,"Could you help me? I expected this shipment already, but it hasn't turned up. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-01094,mobile_app,Quick question: I need to redirect this package to another address. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-01095,chat,Could you help me? Has the courier scanned ORD-104762 yet? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-01096,web_form,Please advise: My parcel is 3 days late. Can you investigate? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-01097,mobile_app,I wanted to check whether The promised delivery window is over for ORD-100289. This is my first time dealing with this issue. Please let me know.,en,True
CONV-01098,mobile_app,Could you help me? Could you tell me the current status of my refund? I placed the order earlier today. Thanks.,en,True
